Volatility 3 Framework 2.5.2

Offset	Name	Size
0xa48dfeedc5f0	\Windows\WinSxS\Manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.1110_none_792d1c772443f647.manifest	216
0xa48dfeedc780	\Windows\System32	216
0xa48dfeedc910	\Windows\WinSxS\Manifests\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.19041.1_en-us_6144a36069349598.manifest	216
0xa48dfeedcaa0	\Windows\System32\powrprof.dll	216
0xa48dfeedcc30	\Windows\System32\umpdc.dll	216
0xa48dfeedcdc0	\Windows\System32\imm32.dll	216
0xa48dfef30ce0	\Windows\System32\drivers\luafv.sys	216
0xa48dfef31410	\$Directory	216
0xa48dfef31cb0	\$Directory	216
0xa48dfef330d0	\$PrepareToShrinkFileSize	216
0xa48dfef33690	\$PrepareToShrinkFileSize	216
0xa48dfef347d0	\Windows\System32\drivers\storqosflt.sys	216
0xa48dfef35070	\Windows\System32\drivers\cldflt.sys	216
0xa48dfef35a80	\Windows\System32\drivers\bindflt.sys	216
0xa48dfef399c0	\Windows\System32\drivers\lltdio.sys	216
0xa48dfef7b270	\CMNotify	216
0xa48dfef7b720	\Endpoint	216
0xa48dfef7b8b0	\CMNotify	216
0xa48dfef7ba40	\CMNotify	216
0xa48dfef7bbd0	\eventlog	216
0xa48dfef7bd60	\Windows\System32\usermgr.dll	216
0xa48dfef7bef0	\eventlog	216
0xa48dfef7c080	\Winsock2\CatalogChangeListener-3fc-0	216
0xa48dfef7c210	\Windows\System32\en-US\tzres.dll.mui	216
0xa48dfef7c3a0	\Windows\System32\nsisvc.dll	216
0xa48dfef7c530	\CMNotify	216
0xa48dfef7c6c0	\Windows\System32\wevtsvc.dll	216
0xa48dfef7c850	\CMNotify	216
0xa48dfef7c9e0	\CMNotify	216
0xa48dfef7cb70	\Windows\System32\DispBroker.dll	216
0xa48dfef7cd00	\CMNotify	216
0xa48dfef7ce90	\Windows\System32\Windows.Graphics.dll	216
0xa48dfef7d1b0	\eventlog	216
0xa48dfef7d340	\Endpoint	216
0xa48dfef7d4d0	\Windows\System32\actxprxy.dll	216
0xa48dfef7d500	í•˜ï»·ê’ï¿¿í•˜ï»·ê’ï¿¿	0
0xa48dfef7d7f0	\CMNotify	216
0xa48dfef7d980	\Windows\System32\tzres.dll	216
0xa48dfef7db10	\Windows\System32\mfcore.dll	216
0xa48dfef7dca0	\Windows\System32\Windows.Cortana.OneCore.dll	216
0xa48dfef7de30	\Windows\System32\wevtapi.dll	216
0xa48dfef7e150	\CMApi	216
0xa48dfef7e2e0	\CMNotify	216
0xa48dfef7e790	\Windows\System32\AppXDeploymentClient.dll	216
0xa48dfef7e920	\CMNotify	216
0xa48dfef7eab0	\Endpoint	216
0xa48dfef7ec40	\Windows\System32\UserMgrProxy.dll	216
0xa48dfef7edd0	\Endpoint	216
0xa48dfef7f0f0	\Endpoint	216
0xa48dfef7f280	\Windows\System32\dhcpcore.dll	216
0xa48dfef7f410	\Windows\System32\DXCore.dll	216
0xa48dfef7f5a0	\Windows\System32\WPTaskScheduler.dll	216
0xa48dfef7f730	\Windows\System32\netjoin.dll	216
0xa48dfef7f8c0	\CMNotify	216
0xa48dfef7fbe0	\CMNotify	216
0xa48dfef7fd70	\CMNotify	216
0xa48dfef80090	\CMNotify	216
0xa48dfef80220	\color	216
0xa48dfef803b0	\Windows\System32\cabinet.dll	216
0xa48dfef80540	\Windows\System32\winevt\Logs\System.evtx	216
0xa48dfef806d0	\CMNotify	216
0xa48dfef80860	\Windows\System32\TimeBrokerClient.dll	216
0xa48dfef809f0	\Windows\System32\policymanager.dll	216
0xa48dfef80b80	\Windows\System32\winnsi.dll	216
0xa48dfef80d10	\CMNotify	216
0xa48dfef80ea0	\$Directory	216
0xa48dfef81350	\Windows\System32\dhcpcore6.dll	216
0xa48dfef814e0	\CMNotify	216
0xa48dfef81670	\Endpoint	216
0xa48dfef81800	\Windows\System32\winevt\Logs\Application.evtx	216
0xa48dfef81990	\Windows\System32\tapi32.dll	216
0xa48dfef81b20	\Users\SANTAC~1\AppData\Local\Temp\edge_BITS_4244_666308447\621a4ceb-00	216
0xa48dfef81cb0	\Windows\System32\svchost.exe	216
0xa48dfef81e40	\Windows\System32	216
0xa48dfef82160	\CMNotify	216
0xa48dfef822f0	\CMNotify	216
0xa48dfef82480	\Endpoint	216
0xa48dfef82610	\Windows\System32\en-US\svchost.exe.mui	216
0xa48dfef82930	\Endpoint	216
0xa48dfef82ac0	\CMNotify	216
0xa48dfef82c50	\Windows\System32\dhcpcsvc.dll	216
0xa48dfef82de0	\Winsock2\CatalogChangeListener-3d8-0	216
0xa48dfefe4100	\CMNotify	216
0xa48dfefe4290	\CMNotify	216
0xa48dfefe4420	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx	216
0xa48dfefe45b0	\CMNotify	216
0xa48dfefe48d0	\Windows\System32\ssdpapi.dll	216
0xa48dfefe50a0	\CMNotify	216
0xa48dfefe53c0	\Windows\System32\winevt\Logs\Security.evtx	216
0xa48dfefe5550	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Boot%4Operational.evtx	216
0xa48dfefe56e0	\Windows\System32\taskhostw.exe	216
0xa48dfefe5870	\CMNotify	216
0xa48dfefe5a00	\Windows\System32\nlasvc.dll	216
0xa48dfefe5b90	\Windows\System32\microsoft-windows-hal-events.dll	216
0xa48dfefe5d20	\Windows\System32\PSHED.DLL	216
0xa48dfefe5eb0	\CMNotify	216
0xa48dfefe61d0	\Windows\System32\ncsi.dll	216
0xa48dfefe6360	\CMNotify	216
0xa48dfefe64f0	\Windows\System32\microsoft-windows-system-events.dll	216
0xa48dfefe6680	\Windows\System32\winevt\Logs\Internet Explorer.evtx	216
0xa48dfefe6810	\Windows\System32\upfc.exe	216
0xa48dfefe69a0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx	216
0xa48dfefe6b30	\CMNotify	216
0xa48dfefe6cc0	\Windows\System32\winevt\Logs\Key Management Service.evtx	216
0xa48dfefe6e50	\Windows\System32\winevt\Logs\Windows PowerShell.evtx	216
0xa48dfefe7170	\Windows\System32\winevt\Logs\HardwareEvents.evtx	216
0xa48dfefe7300	\Windows\System32\wpdbusenum.dll	216
0xa48dfefe7490	\Windows\System32\hcproviders.dll	216
0xa48dfefe7620	\Windows\System32\PortableDeviceApi.dll	216
0xa48dfefe77b0	\Windows\System32\winevt\Logs\Setup.evtx	216
0xa48dfefe7940	\Windows\System32\en-US\netprofmsvc.dll.mui	216
0xa48dfefe7ad0	\Windows\System32\PortableDeviceConnectApi.dll	216
0xa48dfefe7c60	\Windows\System32	216
0xa48dfefe7df0	\Windows\System32\mpr.dll	216
0xa48dfefe8110	\Windows\System32\drivers\storport.sys	216
0xa48dfefe8430	\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Operational.evtx	216
0xa48dfefe85c0	\Windows\System32\werconcpl.dll	216
0xa48dfefe8750	\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Health.evtx	216
0xa48dfefe88e0	\Windows\System32\en-US\QuietHours.dll.mui	216
0xa48dfefe8d90	\Windows\System32\version.dll	216
0xa48dfefe90b0	\Windows\System32\wlanapi.dll	216
0xa48dfefe9240	\Windows\System32\netprofmsvc.dll	216
0xa48dfefe93d0	\Users\santaclaus\AppData\Local\Microsoft\Edge\User Data\Subresource Filter\Indexed Rules\36\scoped_dir4244_1841088655\LICENSE	216
0xa48dfefe9560	\Windows\System32\es.dll	216
0xa48dfefe9ba0	\Windows\System32\winevt\Logs\Microsoft-Windows-User Device Registration%4Admin.evtx	216
0xa48dfefe9ec0	\Windows\System32\adtschema.dll	216
0xa48dfefea1e0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx	216
0xa48dfefea370	\Windows\System32\VBoxService.exe	216
0xa48dfefea500	\$Directory	216
0xa48dfefea690	\Windows\System32\drivers\partmgr.sys	216
0xa48dfefea820	\Windows\System32\VBoxHook.dll	216
0xa48dfefea9b0	\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Diagnostic.evtx	216
0xa48dfefeab40	\Windows\System32\winevt\Logs\Microsoft-Windows-Partition%4Diagnostic.evtx	216
0xa48dfefeacd0	\Windows\System32\sysmain.dll	216
0xa48dfefeae60	\Windows\System32\drivers\ntfs.sys	216
0xa48dfefeb180	\Windows\System32\Sens.dll	216
0xa48dfefeb310	\Windows\System32\MMDevAPI.dll	216
0xa48dfefeb4a0	\Windows\System32\drivers\fltMgr.sys	216
0xa48dfefeb630	\Windows\System32\drivers\spaceport.sys	216
0xa48dfefeb7c0	\Windows\System32\FntCache.dll	216
0xa48dfefebae0	\Windows\System32\AudioEndpointBuilder.dll	216
0xa48dfefebc70	\Windows\System32\drivers\volsnap.sys	216
0xa48dfefebe00	\Windows\System32\winevt\Logs\Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx	216
0xa48dfefec120	\Windows\System32\VBoxTray.exe	216
0xa48dfefec2b0	\Windows\System32\themeservice.dll	216
0xa48dfefec440	\Windows\System32\drivers\VBoxGuest.sys	216
0xa48dfefec760	\Windows\System32\VBoxMRXNP.dll	216
0xa48dfefec8f0	\Windows\System32\VBoxControl.exe	216
0xa48dfefeca80	\CMApi	216
0xa48dfefecc10	\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-Driver%4Operational.evtx	216
0xa48dfefecda0	\Windows\System32\secur32.dll	216
0xa48dfefed0c0	\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4WHC.evtx	216
0xa48dfefed250	\Windows\System32\comres.dll	216
0xa48dfefed3e0	\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4Operational.evtx	216
0xa48dfefed570	\Windows\SystemResources\comres.dll.mun	216
0xa48dfefed700	\Users\santaclaus\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db	216
0xa48dfefed890	\Windows\System32\microsoft-windows-kernel-processor-power-events.dll	216
0xa48dfefedbb0	\Windows\System32\WindowsPowerShell\v1.0\Modules\AssignedAccess\AssignedAccess.psd1	216
0xa48dfefedd40	\Windows\System32\FontProvider.dll	216
0xa48dfefee1f0	\Windows\System32\cdprt.dll	216
0xa48dfefee380	\Users\SANTAC~1\AppData\Local\Temp\chrome_PuffinComponentUnpacker_BeginUnzipping4244_837145869\json\i18n-notification\ar\strings.json	216
0xa48dfefee510	\Windows\System32\WindowsPowerShell\v1.0\Modules\Appx\Appx.psd1	216
0xa48dfefee6a0	\Windows\SystemApps\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\SecHealthUITelemetry.dll	216
0xa48dfefee830	\Windows\ServiceProfiles\LocalService\AppData\Local\FontCache\~FontCache-FontFace.dat	216
0xa48dfefee9c0	\Windows\Resources\Themes\aero\Shell\NormalColor\shellstyle.dll	216
0xa48dfefeeb50	\CMNotify	216
0xa48dfefeece0	\$Directory	216
0xa48dfefeee70	\CMNotify	216
0xa48dfefef190	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx	216
0xa48dfefef320	\CMApi	216
0xa48dfefef4b0	\Windows\System32\en-US\sysmain.dll.mui	216
0xa48dfefef640	\Windows\SystemApps\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\SecHealthUIViewModels.dll	216
0xa48dfefef960	\Windows\System32\winevt\Logs\Microsoft-Windows-GroupPolicy%4Operational.evtx	216
0xa48dfefefaf0	\espeakertopo	216
0xa48dfefefc80	\Windows\Fonts\StaticCache.dat	216
0xa48dfefefe10	\Windows\Prefetch\SECURITYHEALTHHOST.EXE-A928C304.pf	216
0xa48dfeff0130	\Windows\System32\winevt\Logs\Microsoft-Windows-CodeIntegrity%4Operational.evtx	216
0xa48dfeff02c0	\Windows\Fonts	216
0xa48dfeff0450	\Windows\System32\en-US\user32.dll.mui	216
0xa48dfeff05e0	\Windows\System32\microsoft-windows-kernel-power-events.dll	216
0xa48dfeff0770	\Windows\System32\fdProxy.dll	216
0xa48dfeff0900	\Windows\System32\SecurityHealthProxyStub.dll	216
0xa48dfeff0a90	\Windows\System32\NPSMDesktopProvider.dll	216
0xa48dfeff0c20	\Program Files (x86)\Microsoft\Edge\Application\119.0.2151.97\libEGL.dll	216
0xa48dfeff0db0	\Windows\System32\aadauthhelper.dll	216
0xa48dfeff10d0	\Windows\System32\wuceffects.dll	216
0xa48dfeff13f0	\Windows\System32\NapiNSP.dll	216
0xa48dfeff1580	\Windows\SystemApps\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\SecHealthUIDataModel.dll	216
0xa48dfeff1710	\Windows\System32\APHostService.dll	216
0xa48dfeff18a0	\Windows\System32\en-US\napinsp.dll.mui	216
0xa48dfeff1a30	\Windows\System32\WppRecorderUM.dll	216
0xa48dfeff1bc0	\Users\santaclaus\AppData\Local\Microsoft\Edge\User Data\Default\Nurturing\campaign_history	216
0xa48dfeff1d50	\Windows\System32\SecurityHealthHost.exe	216
0xa48dfeff1ee0	\Windows\System32\wmsgapi.dll	216
0xa48dfeff2200	\Windows\System32\en-US\SecurityHealthAgent.dll.mui	216
0xa48dfeff2390	\Users\santaclaus\AppData\Local\Microsoft\Edge\User Data\AutoLaunchProtocolsComponent\1.0.0.8\manifest.fingerprint	216
0xa48dfeff2520	\Windows\System32\BthAvctpSvc.dll	216
0xa48dfeff26b0	\Windows\Prefetch\DLLHOST.EXE-5E46FA0D.pf	216
0xa48dfeff2840	\Program Files (x86)\Microsoft\Edge\Application\119.0.2151.97\d3dcompiler_47.dll	216
0xa48dfeff29d0	\Program Files (x86)\Microsoft\Edge\Application\119.0.2151.97\vulkan-1.dll	216
0xa48dfeff2b60	\Windows\System32\en-US\ApplicationFrame.dll.mui	216
0xa48dfeff2cf0	\Windows\System32\SecurityCenterBrokerPS.dll	216
0xa48dfeff2e80	\Windows\System32\msimg32.dll	216
0xa48dfeff31a0	\Program Files (x86)\Microsoft\Edge\Application\119.0.2151.97\libGLESv2.dll	216
0xa48dfeff3330	\Program Files (x86)\Microsoft\Edge\Application\119.0.2151.97\libEGL.dll	216
0xa48dfeff34c0	\Windows\System32\SecurityHealthAgent.dll	216
0xa48dfeff3650	\Users\santaclaus\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\f_00001e	216
0xa48dfeff37e0	\Program Files (x86)\Microsoft\Edge\Application\119.0.2151.97\libGLESv2.dll	216
0xa48dfeff3970	\Windows\System32\wbiosrvc.dll	216
0xa48dfeff3c90	\$Directory	216
0xa48dff003260	\Windows\System32\samsrv.dll	216
0xa48dff0033f0	\CMApi	216
0xa48dff003580	\Windows\System32\devobj.dll	216
0xa48dff003a30	\Windows\System32\EventAggregation.dll	216
0xa48dff003d50	\Windows\System32\wldp.dll	216
0xa48dff003ee0	\Windows\System32\msprivs.dll	216
0xa48dff004200	\Windows\System32\netprovfw.dll	216
0xa48dff004390	\Windows\Globalization\Sorting\SortDefault.nls	216
0xa48dff004520	\$Directory	216
0xa48dff0046b0	\Windows\System32\lsasrv.dll	216
0xa48dff004840	\Windows\System32\ntasn1.dll	216
0xa48dff0049d0	\Windows\System32\en-US\winlogon.exe.mui	216
0xa48dff004b60	\Windows\System32\negoexts.dll	216
0xa48dff004cf0	\Windows\System32\msasn1.dll	216
0xa48dff004e80	\Windows\System32\joinutil.dll	216
0xa48dff0051a0	\Windows\System32\winsta.dll	216
0xa48dff005330	\Windows\System32\cryptbase.dll	216
0xa48dff005650	\Windows\System32\cryptsp.dll	216
0xa48dff0057e0	\Windows\System32\ncrypt.dll	216
0xa48dff005970	\Windows\System32	216
0xa48dff005b00	\Windows\System32	216
0xa48dff005c90	\Windows\System32\dpapi.dll	216
0xa48dff006140	\Windows\System32\en-US\lsasrv.dll.mui	216
0xa48dff0062d0	\Windows\System32\NtlmShared.dll	216
0xa48dff006460	\Windows\debug\PASSWD.LOG	216
0xa48dff0065f0	\Windows\System32\cryptdll.dll	216
0xa48dff006780	\Windows\System32\KerbClientShared.dll	216
0xa48dff006910	\Windows\System32\msv1_0.dll	216
0xa48dff006aa0	\Windows\System32\kerberos.dll	216
0xa48dff006c30	\Windows\System32\mswsock.dll	216
0xa48dff02f0d0	\lsass	216
0xa48dff02f260	\Windows\System32\netutils.dll	216
0xa48dff02f3f0	\Windows\System32\pku2u.dll	216
0xa48dff02f580	\Windows\System32\wdigest.dll	216
0xa48dff02f710	\Windows\System32\netlogon.dll	216
0xa48dff02f8a0	\lsass	216
0xa48dff02fa30	\Windows\System32\IPHLPAPI.DLL	216
0xa48dff02fbc0	\Windows\System32\msvcp110_win.dll	216
0xa48dff02fd50	\Windows\System32\dpapisrv.dll	216
0xa48dff02fee0	\$Directory	216
0xa48dff030200	\Windows\System32\rsaenh.dll	216
0xa48dff030520	\Windows\System32\C_28591.NLS	216
0xa48dff0306b0	\Windows\System32\MicrosoftAccountCloudAP.dll	216
0xa48dff0309d0	\Windows\System32\dmclient.exe	216
0xa48dff030b60	\Windows\System32\sspisrv.dll	216
0xa48dff0311a0	\Windows\System32\gmsaclient.dll	216
0xa48dff031330	\Windows\System32\logoncli.dll	216
0xa48dff0314c0	\Windows\System32\cloudAP.dll	216
0xa48dff031650	\Windows\System32\aadcloudap.dll	216
0xa48dff0317e0	\Windows\System32\schannel.dll	216
0xa48dff031970	\Windows\System32\TSpkg.dll	216
0xa48dff031b00	\Windows\System32\wkscli.dll	216
0xa48dff031c90	\Windows\System32\efslsaext.dll	216
0xa48dff031e20	\Windows\System32\dnsapi.dll	216
0xa48dff0322d0	\$Directory	216
0xa48dff032460	\Windows\System32\kdcpw.dll	216
0xa48dff0325f0	\Windows\System32\Microsoft\Protect\S-1-5-18\User\f76cd102-3299-4096-8bba-c4db87a54ae8	216
0xa48dff032780	\Windows\ServiceState	216
0xa48dff032910	\ntsvcs	216
0xa48dff032aa0	\Windows\System32\credssp.dll	216
0xa48dff032c30	\Windows\System32\scecli.dll	216
0xa48dff032dc0	\$Directory	216
0xa48dff04b0e0	\Windows\System32\ntmarta.dll	216
0xa48dff04b270	\Windows\System32\FirewallAPI.dll	216
0xa48dff04b590	\scerpc	216
0xa48dff04b8b0	\Sessions\1\AppContainerNamedObjects\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523	216
0xa48dff04ba40	\scerpc	216
0xa48dff04bd60	\Windows\System32\fwbase.dll	216
0xa48dff04bef0	\ntsvcs	216
0xa48dff04c080	\Windows\System32\Windows.Globalization.dll	216
0xa48dff04c3a0	\scerpc	216
0xa48dff04c530	\Users\santaclaus\AppData\Local\Microsoft\Edge\User Data\ShaderCache\index	216
0xa48dff04c6c0	\Users\santaclaus\AppData\Local\Microsoft\Windows\WebCache\V01.log	216
0xa48dff04c850	\Windows\System32\profext.dll	216
0xa48dff04cb70	\Windows\System32\authz.dll	216
0xa48dff04cd00	\Windows\System32\winevt\Logs\Microsoft-Windows-StateRepository%4Restricted.evtx	216
0xa48dff04ce90	\Windows\System32\wlms\en-US\wlms.exe.mui	216
0xa48dff04d340	\Windows\System32\fontdrvhost.exe	216
0xa48dff04d4d0	\$Directory	216
0xa48dff04d660	\ntsvcs	216
0xa48dff04db10	\Windows\System32\scesrv.dll	216
0xa48dff04de30	\Windows\System32\WUDFPlatform.dll	216
0xa48dff04e2e0	\Windows\Fonts\ega40woa.fon	216
0xa48dff04e470	\Windows\Fonts\ega80woa.fon	216
0xa48dff04e600	\Windows\Fonts\vgafix.fon	216
0xa48dff04e790	\Windows\System32	216
0xa48dff04e920	\Windows\Fonts\micross.ttf	216
0xa48dff04eab0	\Windows\System32	216
0xa48dff04ec40	\Windows\Fonts\courf.fon	216
0xa48dff04edd0	\Windows\Fonts\marlett.ttf	216
0xa48dff04f0f0	\Windows\System32\Windows.UI.Xaml.InkControls.dll	216
0xa48dff04f280	\Windows\Fonts\modern.fon	216
0xa48dff04f410	\Windows\Fonts\coure.fon	216
0xa48dff04f5a0	\Windows\Fonts\smalle.fon	216
0xa48dff04f730	\Windows\Fonts\smallf.fon	216
0xa48dff04f8c0	\Windows\Fonts\sserife.fon	216
0xa48dff04fa50	\Windows\Fonts\dosapp.fon	216
0xa48dff04fbe0	\Windows\System32\svchost.exe	216
0xa48dff04fd70	\$Directory	216
0xa48dff050090	\Sessions\0\AppContainerNamedObjects\S-1-15-2-95739096-486727260-2033287795-3853587803-1685597119-444378811-2746676523	216
0xa48dff050220	\Windows\System32\fontdrvhost.exe	216
0xa48dff0503b0	\Windows\Fonts\roman.fon	216
0xa48dff050540	\Windows\Fonts\serife.fon	216
0xa48dff0506d0	\Windows\System32	216
0xa48dff050860	\Windows\Fonts\vgaoem.fon	216
0xa48dff0509f0	\Windows\Fonts\seriff.fon	216
0xa48dff050b80	\Windows\Fonts\cga40woa.fon	216
0xa48dff050d10	\Windows\Fonts\cga80woa.fon	216
0xa48dff050ea0	\Windows\Fonts\vgasys.fon	216
0xa48dff0511c0	\Windows\Fonts\script.fon	216
0xa48dff051350	\Windows\Fonts\sseriff.fon	216
0xa48dff0514e0	\Windows\System32\slc.dll	216
0xa48dff051670	\Windows\System32\en-US\svchost.exe.mui	216
0xa48dff051800	\Windows\System32\sppc.dll	216
0xa48dff051990	\Windows\System32\tdh.dll	216
0xa48dff051b20	\Windows\System32\umpo.dll	216
0xa48dff051cb0	\Windows\System32\hid.dll	216
0xa48dff051e40	\Windows\System32\umpo-overrides.dll	216
0xa48dff052160	\CMApi	216
0xa48dff0522f0	\$Directory	216
0xa48dff052480	\Windows\System32\en-US\services.exe.mui	216
0xa48dff052610	\Windows\System32\sysntfy.dll	216
0xa48dff0527a0	\Windows\System32\windows.storage.dll	216
0xa48dff052930	\CMNotify	216
0xa48dff052ac0	\Windows\System32\umpnpmgr.dll	216
0xa48dff052c50	\Windows\System32\dxgi.dll	216
0xa48dff052de0	\Windows\System32\gpapi.dll	216
0xa48dff094eb0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.blf	216
0xa48dff095300	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.0.regtrans-ms	216
0xa48dff095ba0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.1.regtrans-ms	216
0xa48dff095e80	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.2.regtrans-ms	216
0xa48dff096890	\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR	216
0xa48dff09ad90	\$PrepareToShrinkFileSize	216
0xa48dff09cea0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.blf	216
0xa48dff09d740	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.0.regtrans-ms	216
0xa48dff09d8b0	\Device\HarddiskVolume2\Windows\ServiceProfiles\LocalService\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR	216
0xa48dff09db90	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.1.regtrans-ms	216
0xa48dff09e2c0	\Windows\ServiceProfiles\LocalService\NTUSER.DAT{53b39e87-18c4-11ea-a811-000d3aa4692b}.TxR.2.regtrans-ms	216
0xa48dff0d40e0	\Windows\System32\svchost.exe	216
0xa48dff0d4270	\Windows\System32\RpcEpMap.dll	216
0xa48dff0d4400	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1	216
0xa48dff0d4590	\Windows\System32\rpcss.dll	216
0xa48dff0d4720	\Endpoint	216
0xa48dff0d4a40	\CMNotify	216
0xa48dff0d4bd0	\Endpoint	216
0xa48dff0d4d60	\Windows\System32\RpcRtRemote.dll	216
0xa48dff0d4ef0	\Winsock2\CatalogChangeListener-24c-0	216
0xa48dff0d5080	\Winsock2\CatalogChangeListener-320-0	216
0xa48dff0d5210	\$Directory	216
0xa48dff0d53a0	\Endpoint	216
0xa48dff0d5530	\CMNotify	216
0xa48dff0d56c0	\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM	216
0xa48dff0d59e0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000001.regtrans-ms	216
0xa48dff0d5b70	\Windows\System32	216
0xa48dff0d5d00	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000002.regtrans-ms	216
0xa48dff0d5e90	\Endpoint	216
0xa48dff0d61b0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG2	216
0xa48dff0d64d0	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM.blf	216
0xa48dff0d6660	\Endpoint	216
0xa48dff0d6980	\Endpoint	216
0xa48dff0d6b10	\Windows\ServiceProfiles\NetworkService\NTUSER.DAT	216
0xa48dff0d6e30	\Windows\System32\SleepStudy\UserNotPresentSession.etl	216
0xa48dff0d7150	\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM	216
0xa48dff0d72e0	\Endpoint	216
0xa48dff0d7470	\Endpoint	216
0xa48dff0d7600	\Windows\System32\kernel.appcore.dll	216
0xa48dff0d7790	\Windows\System32\wer.dll	216
0xa48dff0d7920	\Windows\System32\bisrv.dll	216
0xa48dff0d7ab0	\Windows\System32\ole32.dll	216
0xa48dff0d7c40	\Winsock2\CatalogChangeListener-1e8-0	216
0xa48dff0d7dd0	\Windows\System32\psmsrv.dll	216
0xa48dff0d80f0	\Endpoint	216
0xa48dff0d8280	\epmapper	216
0xa48dff0d8410	\epmapper	216
0xa48dff0d85a0	\Windows\System32\en-US\mswsock.dll.mui	216
0xa48dff0d8730	\Endpoint	216
0xa48dff0d88c0	\Endpoint	216
0xa48dff0d8a50	\Endpoint	216
0xa48dff0d8be0	\Windows\System32\dwmapi.dll	216
0xa48dff0d8d70	\Endpoint	216
0xa48dff0d9090	\Endpoint	216
0xa48dff0d9220	\Windows\System32\ResourcePolicyClient.dll	216
0xa48dff0d93b0	\CMNotify	216
0xa48dff0d9540	\epmapper	216
0xa48dff0d96d0	\Windows\System32\wshqos.dll	216
0xa48dff0d9860	\Windows\System32\lsm.dll	216
0xa48dff0d99f0	\Windows\System32\rmclient.dll	216
0xa48dff0d9b80	\Windows\System32\PsmServiceExtHost.dll	216
0xa48dff0d9d10	\Endpoint	216
0xa48dff0d9ea0	\Endpoint	216
0xa48dff0da1c0	\Endpoint	216
0xa48dff0da350	\Windows\System32\en-US\wshqos.dll.mui	216
0xa48dff0da510	ê•¨ï¼ê’ï¿¿ê•¨ï¼ê’ï¿¿	0
0xa48dff0da670	\Windows\System32\dwminit.dll	216
0xa48dff0da800	\LSM_API_service	216
0xa48dff0dab20	\Windows\System32\UXInit.dll	216
0xa48dff0dacb0	\Windows\Resources\Themes\aero\aero.msstyles	216
0xa48dff0dae40	\Windows\System32\Microsoft\Protect\S-1-5-18\aaf0e167-216e-4597-8584-1fd6479c25a3	216
0xa48dff0db160	\Winsock2\CatalogChangeListener-2d4-0	216
